neutral;25.07.2016 09:09;Hahaha WAAAAHHH!! I wanna see, wanna see the Cosplay! Wanna sit down in hall... Which one is it! Oh H. sdcc ;[{u'indices': [103, 108], u'text': u'sdcc'}]
negativ;25.07.2016 09:15;Having sdcc withdrawals;[]
neutral;25.07.2016 09:16;Hello all at SDCC2016 please watch our ambitious Batman vs Jack the Ripper fan film  Thanks! Ripper horror;[{u'indices': [13, 22], u'text': u'SDCC2016'}, {u'indices': [50, 57], u'text': u'Batman'}, {u'indices': [118, 125], u'text': u'Ripper'}, {u'indices': [126, 133], u'text': u'horror'}]
neutral;25.07.2016 09:16;Here's what we learned about TeenWolfSeason6 from SDCC 2016.  TeenWolfSDCC TeenWolf;[{u'indices': [29, 45], u'text': u'TeenWolfSeason6'}, {u'indices': [86, 99], u'text': u'TeenWolfSDCC'}, {u'indices': [100, 109], u'text': u'TeenWolf'}]
neutral;25.07.2016 09:21;Ho aggiunto un video a una playlist di   BENEDICT CUMBERBATCH | SDCC 2016 | What he says about;[]
neutral;25.07.2016 09:11;Honoring Spock: Adam Nimoy on his father's legacy at Star Trek's 50th anniversary  via ;[]
positiv;25.07.2016 09:05;"human anchors is a yes from me

 ";[]
neutral;25.07.2016 08:57;"I added a video to a  playlist  JUSTICE LEAGUE Trailer - Easter Eggs &amp; Things Missed SDCC";[{u'indices': [120, 125], u'text': u'SDCC'}]
neutral;25.07.2016 08:57;"I added a video to a  playlist  WONDER WOMAN Trailer - Easter Eggs &amp; Things Missed SDCC";[{u'indices': [118, 123], u'text': u'SDCC'}]
positiv;25.07.2016 09:04;I finally know what  looks like. Love her version of HarleyQuinn from the Arkham Games. Loved the pics from SDCC2016.;[{u'indices': [64, 76], u'text': u'HarleyQuinn'}, {u'indices': [120, 129], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:22;I have watched A LOT of SDCC stuff, but TheVampireDiaries' cast drunk on TVLine is my favourite ;[{u'indices': [40, 58], u'text': u'TheVampireDiaries'}]
positiv;25.07.2016 09:02;I liked a  video  Marvel Studios SDCC 2016 Panel Highlights! (Nerdist News w/ Jessica Chobot);[]
positiv;25.07.2016 09:11;I liked a  video  Opening of the Supernatural Panel at SDCC;[]
positiv;25.07.2016 09:20;"I liked a  video from   JUSTICE LEAGUE Drop In SDCC2016 TRAILER Review &amp; Brake Down";[{u'indices': [92, 101], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:19;I liked a  video from   SDCC 2016: Supernatural - Jared Padalecki;[]
positiv;25.07.2016 09:19;I liked a  video from   SDCC 2016: Supernatural - Jared Padalecki;[]
positiv;25.07.2016 09:14;I live for John Barrowman oh myyyy ;[]
positiv;25.07.2016 08:55;I LOV THI ;[]
neutral;25.07.2016 09:00;"I posted 62 photos on Facebook in the album ""SDCC 2016"" ";[]
negativ;25.07.2016 08:57;I returned from SDCC and have found that my house has turned into an ant hill. I hate summer.;[{u'indices': [16, 21], u'text': u'SDCC'}]
negativ;25.07.2016 09:16;I saw a photo of Mads from SDCC and I was actually terrified of the guy. Dunno.;[]
positiv;25.07.2016 08:58;i saw the most important thing, the impala ;[]
negativ;25.07.2016 08:53;I still have plenty of time to ruin those movies too ;[]
neutral;25.07.2016 09:01;I waited 4 years for this ;[]
neutral;25.07.2016 09:00;If you've not seen it check out the trailer for Final Fantasy XV's Kingsglaive Movie.  SDCC2016;[{u'indices': [110, 119], u'text': u'SDCC2016'}]
negativ;25.07.2016 09:08;"I'm actually extremely jealous of everyone who got to go to SDCC. There were SOOOOO MANY celebs I wanted to meet.
Note to self: Future goals";[]
negativ;25.07.2016 09:15;I'm gonna cry I just wanna be at SDCC;[]
positiv;25.07.2016 09:01;I'm in love with Wonder Woman. ;[]
neutral;25.07.2016 09:19;im not the only one ;[]
positiv;25.07.2016 09:11;"im so happy to be home but sdcc was so much fun mostly thanks to two of my best friends :'&gt;";[]
neutral;25.07.2016 09:18;im thinking  just upped its game with  ;[]
negativ;25.07.2016 09:16;Is SDCC about comics anymore? It seems more like e3 in July...;[{u'indices': [3, 8], u'text': u'SDCC'}, {u'indices': [50, 53], u'text': u'e3'}]
neutral;25.07.2016 08:55;it is going to get big, and bigger VR  ;[{u'indices': [35, 38], u'text': u'VR'}]
neutral;25.07.2016 09:12;"I've not been paying any attn at all to SDCC. Looks like I'll be catching up on movie trailers &amp; geek news when I get home.";[]
neutral;25.07.2016 09:05;"Jackson 
1 DNCinPHL
2 PowerTV
3 PentaCon2k16
4 msnewsnow
5 SDCC
6 Fort Myers
7 Aldon Smith
12 Oahu ";[{u'indices': [11, 20], u'text': u'DNCinPHL'}, {u'indices': [23, 31], u'text': u'PowerTV'}, {u'indices': [34, 47], u'text': u'PentaCon2k16'}, {u'indices': [50, 60], u'text': u'msnewsnow'}, {u'indices': [63, 68], u'text': u'SDCC'}]
neutral;25.07.2016 09:18;John's fantasy come true ;[]
neutral;25.07.2016 09:11;"Just get Lana Del Rey to do a spooky cover of ""Sugar, Sugar"" and you're all set. ";[]
positiv;25.07.2016 09:02;Just what you need on a Monday morning! DoctorWho StarWars SDCC lightsaber TimeLord TheForce comforttv ;[{u'indices': [40, 50], u'text': u'DoctorWho'}, {u'indices': [51, 60], u'text': u'StarWars'}, {u'indices': [61, 66], u'text': u'SDCC'}, {u'indices': [67, 78], u'text': u'lightsaber'}, {u'indices': [79, 88], u'text': u'TimeLord'}, {u'indices': [89, 98], u'text': u'TheForce'}, {u'indices': [99, 109], u'text': u'comforttv'}]
neutral;25.07.2016 09:05;Keep an eye open for this new Independent short fan-o-rama. A live action Futurama film. SDCC ;[{u'indices': [48, 52], u'text': u'fan'}, {u'indices': [75, 84], u'text': u'Futurama'}, {u'indices': [91, 96], u'text': u'SDCC'}]
neutral;25.07.2016 08:58;Kid Toys SDCC 2016 Exclusive Entertainment Earth Batman v Superman The Jokers Wild Big Sales Deals . .  .;[{u'indices': [0, 4], u'text': u'Kid'}, {u'indices': [5, 10], u'text': u'Toys'}, {u'indices': [51, 58], u'text': u'Batman'}, {u'indices': [90, 96], u'text': u'Sales'}, {u'indices': [97, 103], u'text': u'Deals'}]
neutral;25.07.2016 09:19;KingArthur gets Guy Ritchie  treatment in Legend of the Sword trailer. SDCC ComicCon  ;[{u'indices': [0, 11], u'text': u'KingArthur'}, {u'indices': [72, 77], u'text': u'SDCC'}, {u'indices': [78, 87], u'text': u'ComicCon'}]
positiv;25.07.2016 09:19;Last day of sdcc2016 was awesome. Swagger level... At 1000! ;[{u'indices': [12, 21], u'text': u'sdcc2016'}]
positiv;25.07.2016 08:54;LOVE U GUYS SM ;[]
positiv;25.07.2016 09:16;"Loved all the trailers from SDCC2016 ESP WonderWoman, KongSkullIsland &amp; DoctorStrange";[{u'indices': [28, 37], u'text': u'SDCC2016'}, {u'indices': [42, 54], u'text': u'WonderWoman'}, {u'indices': [56, 72], u'text': u'KongSkullIsland'}, {u'indices': [79, 93], u'text': u'DoctorStrange'}]
positiv;25.07.2016 09:16;Lovely pic of a happy Liam Sharp! ;[]
positiv;25.07.2016 09:19;Man Proposes To His Girlfriend At Comic Con Aliens Panel SDCC ;[{u'indices': [57, 62], u'text': u'SDCC'}]
neutral;25.07.2016 09:12;"Marvel Animation announces Avengers: Secret Wars, releases teaser for Rocket &amp; Groot shorts ";[]
neutral;25.07.2016 09:07;Marvel's Agents of S.H.I.E.L.D. Season 4 Teaser from SDCC 2016  AgentsOfSHIELD GhostRider Marvel MarvelSDCC SDCC;[{u'indices': [87, 102], u'text': u'AgentsOfSHIELD'}, {u'indices': [103, 114], u'text': u'GhostRider'}, {u'indices': [115, 122], u'text': u'Marvel'}, {u'indices': [123, 134], u'text': u'MarvelSDCC'}, {u'indices': [135, 140], u'text': u'SDCC'}]
neutral;25.07.2016 09:18;Marvel's Iron Fist - SDCC - First Look - Netflix [HD]  via ;[]
neutral;25.07.2016 09:17;Marvels The Defenders | official SDCC trailer (2016) Netflix San Diego C...  via ;[]
neutral;25.07.2016 08:54;Mate, you're not even Jim Gordon yet. ;[]
positiv;25.07.2016 09:07;Me wants ;[]
positiv;25.07.2016 08:54;Michael B Jordan so perfect in every way ;[]
neutral;25.07.2016 09:21;morning. now that I had some decent sleep, and some breakfast, it's time to catch up with everythng SDCC. *cracks knuckles*;[{u'indices': [100, 105], u'text': u'SDCC'}]
neutral;25.07.2016 09:09;Mr. DickHead ;[]
neutral;25.07.2016 08:59;Multiple pictures coming out of SDCC2016 of Norman Reedus with JDM have me at peak fluster.;[{u'indices': [32, 41], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:11;My  StarWars jersey was a hit at SDCC2016 got lots of compliments on it, even Silent Bob agrees ;[{u'indices': [12, 21], u'text': u'StarWars'}, {u'indices': [42, 51], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:06;My feed is a mix of SONA and post-SDCC Benedict Cumberbatch goodies, so all is good :));[]
neutral;25.07.2016 09:09;Nathan Fillion NerdHQ SDCC 2016 Con Man Panel - Twelfth Precinct ;[]
neutral;25.07.2016 09:17;New  artwork SDCC2016 SDCC CWSDCC Riverdale Archie archiecomics comics ComicCon ComicCon2016 ;[{u'indices': [26, 35], u'text': u'SDCC2016'}, {u'indices': [36, 41], u'text': u'SDCC'}, {u'indices': [42, 49], u'text': u'CWSDCC'}, {u'indices': [50, 60], u'text': u'Riverdale'}, {u'indices': [61, 68], u'text': u'Archie'}, {u'indices': [69, 82], u'text': u'archiecomics'}, {u'indices': [83, 90], u'text': u'comics'}, {u'indices': [91, 100], u'text': u'ComicCon'}, {u'indices': [101, 114], u'text': u'ComicCon2016'}]
negativ;25.07.2016 08:55;"Nothing like coming back from SDCC with a delayed flight &amp; the house being 100 degrees due to a non functioning AC...ffff..antastic..";[{u'indices': [30, 35], u'text': u'SDCC'}]
positiv;25.07.2016 09:20;Now that SDCC2016 ia over for this year the best thing I can so now is get on the Internet and buy,buy,buy. Marvel HotToys DC TWD FTWD;[{u'indices': [9, 18], u'text': u'SDCC2016'}, {u'indices': [109, 116], u'text': u'Marvel'}, {u'indices': [117, 125], u'text': u'HotToys'}, {u'indices': [126, 129], u'text': u'DC'}, {u'indices': [130, 134], u'text': u'TWD'}, {u'indices': [135, 140], u'text': u'FTWD'}]
neutral;25.07.2016 09:23;"oK NOTED
grantgustin SDCC2016 ";[{u'indices': [9, 21], u'text': u'grantgustin'}, {u'indices': [22, 31], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:06;"OMG DEAN SO HOT
AND SAM ALL TIED UP LIKE A SEXY TOY ";[]
positiv;25.07.2016 08:59;Oooh, nice. ;[]
neutral;25.07.2016 09:20;Opening of the Supernatural Panel at SDCC  via ;[]
neutral;25.07.2016 08:57;Other great Comic-Con draws to a close. But we've still got more news to show you. So stick around... ;[]
neutral;25.07.2016 08:57;Pinback Bobble Dorbz Batman Returns 3 pack Batman, Catwoman, Penguin Funko SDCC 2016 EXCLUSIVE  Store Mall;[{u'indices': [0, 8], u'text': u'Pinback'}, {u'indices': [9, 16], u'text': u'Bobble'}, {u'indices': [23, 30], u'text': u'Batman'}, {u'indices': [46, 53], u'text': u'Batman'}, {u'indices': [73, 79], u'text': u'Funko'}, {u'indices': [124, 130], u'text': u'Store'}, {u'indices': [131, 136], u'text': u'Mall'}]
neutral;25.07.2016 09:14;Potential   leaked online SDCC2016 SDCC lego LEGOSDCC PowerRangersMovie powerangers LEGODimensions LEGO;[{u'indices': [50, 59], u'text': u'SDCC2016'}, {u'indices': [60, 65], u'text': u'SDCC'}, {u'indices': [66, 71], u'text': u'lego'}, {u'indices': [72, 81], u'text': u'LEGOSDCC'}, {u'indices': [82, 100], u'text': u'PowerRangersMovie'}, {u'indices': [101, 113], u'text': u'powerangers'}, {u'indices': [114, 129], u'text': u'LEGODimensions'}, {u'indices': [130, 135], u'text': u'LEGO'}]
neutral;25.07.2016 09:08;"Retweeted Castle 12th Precinct (

Castle News: Nathan Fillion NerdHQ SDCC 2016 Con Man Panel... ";[{u'indices': [52, 59], u'text': u'Castle'}]
neutral;25.07.2016 09:13;"Retweeted Megan  SDCC (KomatsuMegan):

Not defending all the emails from DNCleak but this guy didn't account... ";[{u'indices': [75, 83], u'text': u'DNCleak'}]
neutral;25.07.2016 09:01;Rick and Morty does the Denver Allen court case at SDCC 2016 ;[]
neutral;25.07.2016 09:05;SDCC - Woman Woman 75: Full Panel ;[]
neutral;25.07.2016 09:02;SDCC 2016 SDCC Exclusive Hasbro Star Wars Black Series Obi Wan Comic Con ;[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;25.07.2016 09:16;SDCC 2016 SDCC Exclusive Marvel Legends The Raft Set Spiderman (loose) Action figure  ;[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;25.07.2016 09:00;"SDCC 2016: &amp;039;Spider-Man: Homecoming&amp;039; Introduces Its Villain marvelfan marv...  ";[{u'indices': [77, 87], u'text': u'marvelfan'}, {u'indices': [88, 93], u'text': u'marv'}]
neutral;25.07.2016 09:06;"SDCC 2016: 5 Important Takeaways From the 'Supernatural' Panel &amp; More!...
Via News Break:  ";[]
neutral;25.07.2016 09:09;"SDCC 2016: Batman &amp; Robin Join Forces In New 'LEGO Batman Movie' Trailer ";[]
neutral;25.07.2016 09:09;SDCC 2016: Behold Eight New Clips Featuring The Different Members Of The 'Suicide Squad!' ;[]
neutral;25.07.2016 09:10;SDCC 2016: Comic-Con Trailer Gives A Sneak Peek At Season 5 Of 'Arrow' ;[]
neutral;25.07.2016 09:05;SDCC 2016: Con Man Season Two Interview - Nolan North, Casper Van Dien, ...  via ;[]
neutral;25.07.2016 09:08;SDCC 2016: Fear the Walking Dead: Season 2B Trailer...  ComicBooks;[{u'indices': [79, 90], u'text': u'ComicBooks'}]
neutral;25.07.2016 09:09;SDCC 2016: Heated Exchange Between Fans And The 'Batman: The Killing Joke' Creative Team ... ;[]
neutral;25.07.2016 09:09;SDCC 2016: James Gunn Elaborates On Star-Lord's Father In 'Guardians Of The Galaxy Vol. 2' ;[]
neutral;25.07.2016 09:10;SDCC 2016: Marvel Unveils Hulk Armor From 'Thor: Ragnarok' ;[]
neutral;25.07.2016 08:58;SDCC 2016: Melissa Benoist Talks CatCo Changes And Upping the Ante From a Kryptonian Army ;[]
neutral;25.07.2016 09:10;SDCC 2016: Season 8 Of 'The Vampire Diaries' Will Be The Last ;[]
neutral;25.07.2016 09:06;SDCC Day 4 Cosplay Features Overwatch, Marvel ;[]
neutral;25.07.2016 09:02;SDCC Godzilla San Diego Comic Con Exclusive 2016 Bluefin ;[{u'indices': [0, 5], u'text': u'SDCC'}]
positiv;25.07.2016 08:55;SDCC has gotten me pretty hyped for Suicide Squad. Good job on the marketting, WB;[]
negativ;25.07.2016 09:15;Sdcc just comes and take my soul and leaves;[]
neutral;25.07.2016 08:53;"SDCC news: Marvel Reveals Michael B. Jordan's ""Black Panther"" Role ";[{u'indices': [0, 5], u'text': u'SDCC'}, {u'indices': [12, 19], u'text': u'Marvel'}]
neutral;25.07.2016 09:16;SDCC SDCC 2016 exclusive BATMAN LOGO bust The Animated Series COMIC-CON statue ;[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;25.07.2016 09:16;SDCC SDCC 2016 Exclusive Hasbro Micronauts PHAROID Classics Set - In Hand + comic ;[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;25.07.2016 09:10;"SDCC: Arrow season 5 Comic-Con trailer reveals new villain Prometheus...
Via News Break:  ";[]
neutral;25.07.2016 09:22;SDCC: Garth Ennis penning Dastardly and Muttley series for DC ;[]
neutral;25.07.2016 09:16;"SDCC: Marvel Animation announces Avengers: Secret Wars, releases teaser for Rocket &amp; Groot shorts ";[]
neutral;25.07.2016 09:14;SDCC2016 (gifs) ;[{u'indices': [0, 9], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:12;sdcc2016 done met a bunch of great beards      noshave ;[{u'indices': [0, 9], u'text': u'sdcc2016'}, {u'indices': [108, 116], u'text': u'noshave'}]
neutral;25.07.2016 09:01;"SDCC2016 SDCC
Supernatural cast NerdHQ spam

Lol ! Poor Mark :p ";[{u'indices': [0, 9], u'text': u'SDCC2016'}, {u'indices': [10, 15], u'text': u'SDCC'}]
neutral;25.07.2016 09:06;SDCC2016:  is  here to talk about  new Batma... - ;[{u'indices': [0, 9], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:16;"Serials (with trailers on SDCC) I'm looking forward to:
1. Dirk Gently 
2. Legion
3. Defenders
4. Iron Fist";[]
positiv;25.07.2016 09:21;SHE IS SO ADORABLE :))) ;[]
neutral;25.07.2016 09:04;she was a full blown cupcake  sdcc 2016 ;[]
neutral;25.07.2016 09:03;SHERINFORD ;[]
positiv;25.07.2016 08:57;"So many sdcc2016 Panels to watch :D just the right Entertainment for working on my animagic cosplay ;)  TheFlash";[{u'indices': [8, 17], u'text': u'sdcc2016'}, {u'indices': [128, 137], u'text': u'TheFlash'}]
positiv;25.07.2016 08:57;So much cool news from SDCC over the weekend. Very surprised we got several trailers released on the Internet from the event too!;[{u'indices': [23, 28], u'text': u'SDCC'}]
neutral;25.07.2016 09:16;So we're there any major comic announcements at SDCC2016? SDCC ComicCon ;[{u'indices': [25, 31], u'text': u'comic'}, {u'indices': [49, 58], u'text': u'SDCC2016'}, {u'indices': [60, 65], u'text': u'SDCC'}, {u'indices': [66, 75], u'text': u'ComicCon'}]
positiv;25.07.2016 08:58;Some cool stuff from SDCC2016 ;[{u'indices': [21, 30], u'text': u'SDCC2016'}]
negativ;25.07.2016 09:23;Some men just want to watch the timeline burn ;[]
positiv;25.07.2016 09:00;Some of my pics form San Diego Comic Con! Thank you comic con for an amazing 4 days.  SDCC2016 ;[{u'indices': [96, 105], u'text': u'SDCC2016'}]
neutral;25.07.2016 08:55;"Spec Ops: The Line 
Get It?
SDCC2016 ";[{u'indices': [28, 37], u'text': u'SDCC2016'}]
neutral;25.07.2016 09:06;Spider-Man surprises SDCC! Here's the first look of the Concept Art featuring the Vulture in SpiderManHomecoming ;[{u'indices': [21, 26], u'text': u'SDCC'}, {u'indices': [94, 114], u'text': u'SpiderManHomecoming'}]
neutral;25.07.2016 09:16;Squirrel Girl needs to happen more often fb ;[{u'indices': [41, 44], u'text': u'fb'}]
neutral;25.07.2016 09:08;Star Trek Discovery | official trailer (2017) SDCC NCC-1031  via ;[]
neutral;25.07.2016 09:11;Star Trek WATCH: Star Trek 50th Anniversary Panel at SDCC ;[]
neutral;25.07.2016 09:11;StarTrek and Aliens cast members try to launch nostalgic space trip at SDCC  ;[{u'indices': [0, 9], u'text': u'StarTrek'}, {u'indices': [14, 21], u'text': u'Aliens'}, {u'indices': [73, 78], u'text': u'SDCC'}]
neutral;25.07.2016 09:23;"Stephen Amell e Luke Perry &lt;3 SDCC 2016 ";[{u'indices': [33, 38], u'text': u'SDCC'}]
positiv;25.07.2016 09:13;such gorgeous people ;[]
neutral;25.07.2016 09:19;supernatural cast Rick Springfield as new lucifer vessel comiccon2016 sdcc ;[{u'indices': [0, 13], u'text': u'supernatural'}, {u'indices': [43, 51], u'text': u'lucifer'}, {u'indices': [59, 72], u'text': u'comiccon2016'}, {u'indices': [73, 78], u'text': u'sdcc'}]
neutral;25.07.2016 09:16;Supernatural Comic Con hamster- sdcc 2016:  via ;[]
neutral;25.07.2016 09:21;supernatural goes back to basic brings back horror feels Sdcc ;[{u'indices': [0, 13], u'text': u'supernatural'}, {u'indices': [58, 63], u'text': u'Sdcc'}]
neutral;25.07.2016 09:23;Team leader interactions and more new features teased at PokemonGo SDCC panel  ;[{u'indices': [57, 67], u'text': u'PokemonGo'}]
positiv;25.07.2016 08:58;Thank you for this memories SDCC arigatou for everyone that help me to send info and merci to everyone from HallH;[{u'indices': [28, 33], u'text': u'SDCC'}, {u'indices': [109, 115], u'text': u'HallH'}]
positiv;25.07.2016 08:54;Thanks for a fun time, SDCC! It's been a blast! ;[{u'indices': [23, 28], u'text': u'SDCC'}]
neutral;25.07.2016 08:55;"Thats better duh
SDCC Arrow ";[{u'indices': [17, 22], u'text': u'SDCC'}, {u'indices': [23, 29], u'text': u'Arrow'}]
positiv;25.07.2016 09:15;"The 7th season of TheWalkingDead is ""worth the wait"" says   SDCC2016 ";[{u'indices': [18, 33], u'text': u'TheWalkingDead'}, {u'indices': [98, 107], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:20;The beaches of San Diego are really beautiful! sandiego sdcc beach  Pacific Beach SD ;[{u'indices': [47, 56], u'text': u'sandiego'}, {u'indices': [57, 62], u'text': u'sdcc'}, {u'indices': [63, 69], u'text': u'beach'}]
